,userid,bookid,rating
4305,182,4389,9
4306,136,19555,1
4307,132,28291,7
4308,94,26522,3
4309,154,22673,2
4310,221,27024,6
4311,81,32024,10
4312,231,10,6
4313,225,8558,3
4314,42,4882,8
4315,134,5216,5
4316,29,1121,3
4317,6,6349,6
4318,168,17568,10
4319,153,17568,6
4320,84,26259,9
4321,16,29420,3
4322,151,16672,1
4323,74,24106,5
4324,151,13840,8
4325,170,18529,5
4326,223,5024,10
4327,130,23596,6
4328,136,19380,5
4329,119,7109,6
4330,242,22986,3
4331,178,28523,1
4332,199,13404,2
4333,221,29906,6
4334,182,11254,5
4335,23,12079,2
4336,136,7187,8
4337,42,17140,3
4338,103,2379,5
4339,42,3808,5
4340,36,12607,6
4341,35,7648,3
4342,126,28763,5
4343,250,3040,5
4344,5,19740,3
4345,115,480,4
4346,51,19643,6
4347,230,6788,1
4348,28,13408,7
4349,199,1152,6
4350,158,30420,4
4351,128,10600,4
4352,128,30878,2
4353,41,3040,9
4354,167,21496,10
4355,81,27131,5
4356,227,1215,3
4357,158,31090,10
4358,102,19547,1
4359,247,14516,10
4360,27,24403,4
4361,192,27039,3
4362,63,11254,3
4363,78,6430,2
4364,81,2379,8
4365,91,29936,4
4366,221,1202,9
4367,22,23358,8
4368,236,7733,10
4369,62,19778,1
4370,229,27737,6
4371,158,6418,4
4372,125,30476,5
4373,249,28788,3
4374,105,9761,1
4375,82,14776,3
4376,166,17140,6
4377,249,11262,3
4378,128,10533,10
4379,147,18845,3
4380,61,25134,10
4381,80,24518,8
4382,12,14335,6
4383,52,28563,3
4384,118,17505,5
4385,14,12534,8
4386,30,8290,4
4387,52,28107,1
4388,82,32001,10
4389,26,542,5
4390,122,24080,10
4391,19,16306,8
4392,38,66,2
4393,121,17568,2
4394,90,9070,3
4395,152,14516,1
4396,102,3556,5
4397,157,3088,4
4398,55,13490,10
4399,172,3311,4
4400,155,7628,2
4401,198,24403,4
4402,13,8850,1
4403,186,14585,2
4404,116,1166,4
4405,37,15182,2
4406,103,24267,5
4407,79,4230,10
4408,224,16054,5
4409,46,12704,8
4410,210,11160,9
4411,5,14539,10
4412,144,6753,2
4413,57,17778,2
4414,39,29395,9
4415,26,25551,1
4416,227,14562,8
4417,233,14134,7
4418,164,16749,6
4419,106,17724,6
4420,91,25851,2
4421,18,7566,10
4422,63,4122,2
4423,44,1413,2
4424,240,14005,1
4425,78,13260,10
4426,202,25723,5
4427,211,11891,1
4428,15,4828,7
4429,197,9828,3
4430,82,19975,6
4431,66,6092,1
4432,65,28102,2
4433,122,13473,7
4434,26,2028,6
4435,31,7522,5
4436,74,32536,2
4437,20,32460,4
4438,141,10152,5
4439,218,11737,5
4440,183,10444,2
4441,13,11761,1
4442,36,27460,8
4443,195,15851,2
4444,107,18301,1
4445,1,15285,8
4446,78,28385,7
4447,174,19501,7
4448,122,469,7
4449,220,26393,10
4450,172,23247,9
4451,112,24897,10
4452,227,15736,4
4453,38,7800,1
4454,110,30803,5
4455,196,25126,8
4456,109,7899,1
4457,101,13523,6
4458,230,23593,10
4459,247,10533,4
4460,213,29307,6
4461,227,28096,3
4462,174,17197,2
4463,16,30688,10
4464,139,20422,8
4465,1,10777,2
4466,188,6322,7
4467,33,4598,5
4468,143,23350,3
4469,113,8151,3
4470,145,19643,3
4471,8,25654,6
4472,44,1247,7
4473,66,17505,1
4474,54,28168,3
4475,33,25811,2
4476,194,10468,2
4477,189,27024,6
4478,95,1130,3
4479,124,16029,5
4480,191,32474,5
4481,69,8811,9
4482,177,18022,4
4483,156,28961,9
4484,150,84,10
4485,142,3336,8
4486,184,24514,9
4487,137,26840,1
4488,142,13146,8
4489,44,31581,10
4490,2,11751,2
4491,111,7239,10
4492,7,4506,10
4493,59,2246,2
4494,190,414,6
4495,107,18245,7
4496,108,6867,5
4497,12,1657,10
4498,96,19032,3
4499,206,32474,9
4500,19,29722,4
4501,134,16182,2
4502,4,24805,5
4503,235,16749,1
4504,45,27317,4
4505,90,8290,5
4506,29,22084,2
4507,138,18121,1
4508,65,1120,7
4509,117,1758,1
4510,244,31505,4
4511,184,13938,2
4512,78,19740,6
4513,211,28907,2
4514,183,6463,2
4515,29,22347,5
4516,74,1515,7
4517,124,17404,4
4518,129,29906,5
4519,57,28480,10
4520,244,15595,7
4521,141,25002,8
4522,246,13200,2
4523,249,9270,8
4524,83,3381,7
4525,182,827,1
4526,212,9237,6
4527,144,9874,5
4528,207,13300,5
4529,235,26567,10
4530,131,11976,3
4531,174,28168,5
4532,206,14218,1
4533,169,24652,7
4534,127,16573,2
4535,247,9529,6
4536,15,10322,4
4537,63,23630,8
4538,132,18406,10
4539,105,30516,7
4540,7,540,2
4541,104,6430,3
4542,171,21196,4
4543,89,21321,9
4544,118,28864,8
4545,12,20778,7
4546,93,7808,1
4547,18,27557,10
4548,234,22323,5
4549,168,27460,1
4550,140,7715,3
4551,172,19147,6
4552,224,10589,2
4553,84,11047,3
4554,168,1681,6
4555,153,25022,10
4556,149,20447,10
4557,44,17769,8
4558,6,8757,8
4559,21,6430,6
4560,127,21106,7
4561,100,29027,6
4562,45,14905,2
4563,248,27063,2
4564,39,11190,1
4565,165,16315,2
4566,213,1247,7
4567,246,3797,1
4568,2,15530,3
4569,60,18529,1
4570,102,13882,1
4571,32,30552,2
4572,46,24475,10
4573,185,27560,3
4574,95,30552,6
4575,141,21812,10
4576,88,31480,9
4577,175,12386,5
4578,247,3263,3
4579,71,11825,3
4580,149,27446,1
4581,47,26393,3
4582,216,18429,8
4583,97,12108,5
4584,226,9336,9
4585,116,25584,5
4586,20,9398,9
4587,28,17776,5
4588,63,4598,1
4589,124,14477,3
4590,244,15539,10
4591,39,12155,9
4592,171,20778,1
4593,217,13039,10
4594,160,17652,4
4595,38,14301,2
4596,102,15145,6
4597,120,32132,6
4598,227,6051,5
4599,236,3173,6
4600,210,21147,9
4601,234,7445,7
4602,135,3708,3
4603,7,30513,1
4604,78,16259,1
4605,27,4084,7
4606,180,26863,3
4607,114,1849,10
4608,241,2841,10
4609,22,23606,7
4610,214,1985,2
4611,145,13708,8
4612,194,29795,6
4613,123,22292,9
4614,146,15031,7
4615,45,21370,10
4616,20,24080,6
4617,31,31483,10
4618,235,20245,7
4619,124,10697,6
4620,119,4698,3
4621,52,3305,9
4622,207,12922,5
4623,174,18646,10
4624,80,19851,6
4625,67,23911,4
4626,85,5580,5
4627,196,24683,3
4628,159,5855,4
4629,153,11965,2
4630,49,25072,2
4631,69,13146,2
4632,139,14539,10
4633,162,15976,9
4634,46,1681,1
4635,86,30124,3
4636,129,21690,1
4637,40,14357,8
4638,131,18452,3
4639,122,17792,8
4640,195,20557,7
4641,216,17312,9
4642,73,17608,1
4643,210,7753,2
4644,197,32461,5
4645,90,465,1
4646,139,9837,1
4647,19,20312,2
4648,105,9355,8
4649,45,3620,2
4650,126,26079,7
4651,105,20615,8
4652,65,9828,4
4653,103,21147,5
4654,159,7634,9
4655,12,8757,6
4656,28,11056,4
4657,240,18574,2
4658,65,4773,9
4659,194,15913,10
4660,39,11220,6
4661,76,8639,10
4662,148,17509,2
4663,43,3275,3
4664,228,22387,2
4665,35,26567,6
4666,68,6688,8
4667,73,22278,7
4668,211,31812,7
4669,26,12765,8
4670,29,25451,1
4671,18,32264,2
4672,68,2075,5
4673,200,13564,10
4674,136,23270,2
4675,240,10697,7
4676,225,22354,5
4677,71,12255,8
4678,230,6256,2
4679,53,3337,3
4680,212,22960,10
4681,208,25119,8
4682,158,7967,4
4683,229,14585,3
4684,249,31742,8
4685,28,19846,7
4686,23,29027,3
4687,1,23164,5
4688,34,19734,1
4689,162,9905,9
4690,143,2911,3
4691,147,6559,6
4692,143,4222,1
4693,176,13423,1
4694,38,1155,8
4695,10,10830,7
4696,160,7715,7
4697,207,9313,8
4698,156,16587,1
4699,109,28763,3
4700,87,32461,8
4701,2,9284,3
4702,218,26455,7
4703,158,22433,8
4704,206,13192,7
4705,60,13250,3
4706,33,26418,2
4707,218,13300,6
4708,33,4628,9
4709,107,21832,6
4710,89,1926,1
4711,74,32467,10
4712,24,32334,5
4713,196,31335,3
4714,199,4457,2
4715,174,18484,10
4716,177,2451,7
4717,144,1364,7
4718,111,1603,7
4719,119,13881,4
4720,11,4977,3
4721,65,2017,8
4722,170,5513,6
4723,53,31812,2
4724,21,22589,2
4725,108,6657,4
4726,40,28058,4
4727,116,4147,1
4728,65,30882,9
4729,242,23164,6
4730,142,12163,6
4731,139,20722,4
4732,209,27512,8
4733,230,27460,3
4734,144,15187,5
4735,69,10466,3
4736,50,12432,4
4737,136,14230,1
4738,196,16502,9
4739,231,1120,9
4740,22,6286,8
4741,65,3493,5
4742,153,15145,5
4743,168,5756,2
4744,137,15824,1
4745,183,11220,9
4746,248,19711,7
4747,115,6467,3
4748,183,6096,8
4749,205,25723,4
4750,136,24267,4
4751,69,16214,6
4752,17,28387,10
4753,4,27932,4
4754,169,32334,3
4755,201,5976,2
4756,67,32474,3
4757,187,1774,6
4758,52,25219,3
4759,15,6171,10
4760,109,14678,8
4761,93,22260,4
4762,243,31916,2
4763,241,22986,9
4764,219,22164,6
4765,167,13162,3
4766,181,27730,9
4767,57,9637,5
4768,155,7800,10
4769,195,84,1
4770,59,15726,7
4771,95,9030,8
4772,119,7715,6
4773,109,13996,1
4774,193,15231,6
4775,3,7899,9
4776,105,961,1
4777,203,4828,9
4778,201,14678,3
4779,175,15550,1
4780,83,7888,9
4781,21,11594,9
4782,13,15371,7
4783,149,4905,3
4784,75,3787,9
4785,216,25008,1
4786,137,19343,9
4787,37,31735,9
4788,230,58,1
4789,53,2050,3
4790,56,13491,1
4791,7,14516,9
4792,131,17778,9
4793,170,4290,8
4794,95,17420,2
4795,142,17939,8
4796,145,14257,6
4797,125,9548,1
4798,127,7919,5
4799,5,30943,1
4800,189,15605,9
4801,21,19975,6
4802,56,8812,9
4803,232,28437,4
4804,64,9313,6
4805,235,9404,1
4806,181,7985,7
4807,130,11976,7
4808,113,5212,1
4809,34,28335,2
4810,162,30133,9
4811,87,18718,10
4812,233,10498,5
4813,6,11014,1
4814,8,21123,3
4815,247,31592,1
4816,16,3808,8
4817,27,12155,9
4818,226,32536,3
4819,109,11047,3
4820,68,24206,6
4821,236,24732,8
4822,171,21080,2
4823,190,8542,7
4824,11,21620,6
4825,15,24416,9
4826,228,11583,5
4827,123,1018,9
4828,108,13016,6
4829,247,26840,3
4830,57,17440,10
4831,115,11895,3
4832,227,19017,10
4833,99,23376,6
4834,82,4494,6
4835,16,12432,10
4836,144,6256,8
4837,214,17598,6
4838,149,6129,8
4839,173,4257,4
4840,192,7294,3
4841,194,7177,7
4842,37,15605,9
4843,5,542,7
4844,124,32326,4
4845,173,11818,4
4846,17,31043,1
4847,233,31014,4
4848,53,6753,9
4849,71,14598,5
4850,242,15946,6
4851,54,2618,2
4852,208,28574,6
4853,52,13978,7
4854,197,28123,10
4855,142,25363,6
4856,100,28864,6
4857,166,30720,8
4858,239,4626,2
4859,71,24267,10
4860,88,27446,9
4861,109,15831,3
4862,51,28354,9
4863,165,17617,2
4864,108,18820,6
4865,1,22622,1
4866,62,5028,3
4867,37,4141,8
4868,62,9905,7
4869,15,30894,2
4870,116,6817,3
4871,160,1615,7
4872,213,25138,8
4873,121,14891,1
4874,7,20741,1
4875,37,4998,4
4876,240,910,7
4877,136,7649,1
4878,55,7328,6
4879,110,11946,9
4880,180,3479,6
4881,85,27982,6
4882,85,31014,3
4883,36,9529,4
4884,107,29594,7
4885,128,6559,1
4886,232,17562,5
4887,84,13491,3
4888,61,4505,5
4889,160,8595,6
4890,61,14436,10
4891,125,12931,8
4892,245,30170,6
4893,69,25405,5
4894,212,26256,4
4895,206,4828,3
4896,217,1841,2
4897,24,17087,3
4898,114,21793,1
4899,89,22347,1
4900,233,21227,4
4901,205,6012,7
4902,32,1863,1
4903,192,25002,10
4904,242,17630,5
4905,99,27512,2
4906,170,30648,6
4907,205,27901,3
4908,230,10911,10
4909,30,10268,2
4910,41,351,4
4911,169,30943,6
4912,88,20392,9
4913,162,2887,7
4914,135,17769,9
4915,221,3694,5
4916,67,23617,7
4917,191,24475,1
4918,197,28563,2
4919,47,8891,10
4920,12,11007,9
4921,124,19825,7
4922,14,26309,10
4923,115,16499,2
4924,81,5775,8
4925,13,26473,4
4926,168,3336,3
4927,98,26943,3
4928,141,16021,10
4929,108,11857,9
4930,105,31324,2
4931,55,7800,2
4932,151,4290,3
4933,2,2578,3
4934,173,22449,10
4935,200,22354,4
4936,78,26369,2
4937,125,14649,9
4938,206,11027,9
4939,192,17686,4
4940,248,19711,8
4941,50,3649,9
4942,76,19547,3
4943,130,26190,10
4944,113,20770,2
4945,207,16181,5
4946,181,13969,8
4947,113,26100,5
4948,76,28574,9
4949,238,28290,1
4950,8,8557,10
4951,46,9772,10
4952,118,13491,1
4953,125,3439,8
4954,158,327,3
4955,22,26418,5
4956,174,15939,2
4957,45,31610,7
4958,138,24312,8
4959,154,3834,2
4960,204,27068,5
4961,1,7634,10
4962,1,1326,3
4963,169,24632,2
4964,203,27049,5
4965,170,19286,5
4966,121,3314,5
4967,9,4977,10
4968,117,24750,8
4969,1,485,2
4970,188,17534,7
4971,109,9336,4
4972,71,12137,10
4973,125,15897,5
4974,58,2503,3
4975,169,14846,8
4976,182,24097,10
4977,113,3752,4
4978,151,20245,9
4979,238,7715,10
4980,128,30419,3
4981,30,4773,7
4982,54,31354,4
4983,234,3975,6
4984,180,30833,7
4985,29,2649,7
4986,37,5756,9
4987,101,29906,2
4988,99,10268,4
4989,54,32038,5
4990,170,32287,8
4991,102,19403,5
4992,207,24312,6
4993,161,18658,7
4994,46,21324,10
4995,49,28291,2
4996,55,14405,1
4997,96,16656,6
4998,47,1166,8
4999,212,7835,6
5000,151,2732,10
5001,122,1681,9
5002,68,12343,5
5003,212,14101,10
5004,85,30294,7
5005,209,16855,6
5006,137,30597,10
5007,197,12523,8
5008,238,18021,1
5009,82,32436,1
5010,46,20225,6
5011,235,30721,1
5012,186,17197,2
5013,130,15913,6
5014,201,26110,5
5015,143,1001,6
5016,76,8048,2
5017,36,14884,6
5018,4,16813,9
5019,108,23420,6
5020,196,7550,9
5021,198,23453,1
5022,222,13551,10
5023,193,4494,7
5024,63,25119,5
5025,231,4537,2
5026,16,16799,6
5027,149,18732,8
5028,46,20739,6
5029,184,20778,7
5030,136,11308,1
5031,60,11518,1
5032,131,13067,8
5033,160,30185,7
5034,7,28755,2
5035,200,6355,2
5036,99,21194,1
5037,83,20721,2
5038,65,31687,2
5039,130,8509,5
5040,161,26879,7
5041,126,11366,9
5042,127,8400,9
5043,88,24773,10
5044,174,4290,7
5045,128,28362,8
5046,3,2288,10
5047,98,21350,1
5048,98,16847,9
5049,48,23178,10
5050,46,25388,5
5051,53,13365,3
5052,159,12533,7
5053,32,14301,4
5054,220,7832,5
5055,48,28102,3
5056,150,24075,8
5057,203,31812,10
5058,230,6645,5
5059,7,3895,2
5060,13,25072,1
5061,10,31014,7
5062,184,19443,4
5063,185,16499,4
5064,187,1399,10
5065,86,5165,4
5066,111,12864,5
5067,5,26882,7
5068,225,28130,4
5069,138,15595,5
5070,157,31341,2
5071,131,25851,3
5072,84,17163,9
5073,221,9976,10
5074,102,14905,9
5075,173,24065,2
5076,13,1018,8
5077,77,11976,5
5078,107,14884,6
5079,209,4598,9
5080,122,18352,10
5081,186,2088,6
5082,41,28574,5
5083,126,28311,8
5084,46,25851,9
5085,57,23596,9
5086,112,10004,4
5087,67,12318,7
5088,30,5712,6
5089,59,23485,2
5090,20,16817,8
5091,191,9577,6
5092,18,22427,2
5093,42,1108,7
5094,77,278,2
5095,99,595,5
5096,57,480,8
5097,248,2967,8
5098,197,6615,10
5099,66,32030,10
5100,10,22514,10
5101,75,16619,5
5102,150,30046,7
5103,213,30170,10
5104,198,8509,1
5105,221,24725,3
5106,31,26442,5
5107,5,14838,10
5108,239,31911,7
5109,124,25920,9
5110,188,6642,3
5111,196,25332,10
5112,151,10050,2
5113,135,6484,3
5114,223,7649,6
5115,71,5580,8
5116,242,6051,5
5117,70,25270,7
5118,110,31468,10
5119,230,13490,8
5120,156,20204,5
5121,240,25712,3
5122,83,7109,2
5123,147,204,8
5124,155,24178,10
5125,173,7315,3
5126,74,12038,10
5127,246,13026,9
5128,227,22935,3
5129,180,2048,1
5130,185,655,9
5131,234,5471,6
5132,137,1380,1
5133,46,14742,6
5134,172,2618,8
5135,38,28839,9
5136,207,15226,2
5137,240,2503,9
5138,181,20333,1
5139,180,31735,4
5140,169,2753,1
5141,135,20225,6
5142,46,13490,3
5143,36,7719,1
5144,116,18031,6
5145,24,8400,1
5146,176,15550,8
5147,120,21496,5
5148,216,25988,6
5149,66,6096,8
5150,171,20785,10
5151,29,29174,6
5152,213,8966,3
5153,56,11751,9
5154,198,17387,4
5155,202,28335,3
5156,139,9761,1
5157,170,29812,5
5158,240,15182,4
5159,248,5726,5
5160,38,6430,9
5161,49,11998,10
5162,50,23507,6
5163,134,23030,3
5164,134,14230,8
5165,24,6012,4
5166,244,10468,10
5167,109,9828,5
5168,121,19851,9
5169,204,22277,7
5170,41,6497,3
5171,63,32467,3
5172,77,3770,7
5173,227,9976,6
5174,36,29724,10
5175,115,18301,3
5176,4,18750,7
5177,46,12534,5
5178,136,24902,9
5179,22,17112,9
5180,37,30500,2
5181,35,373,1
5182,221,26450,7
5183,92,14678,10
5184,235,27812,3
5185,99,28387,4
5186,150,18732,9
5187,147,27103,3
5188,159,22062,7
5189,76,32147,6
5190,120,4828,8
5191,120,15486,2
5192,182,542,5
5193,31,26339,6
5194,9,28796,5
5195,30,22248,9
5196,8,25388,10
5197,143,4882,6
5198,10,13882,5
5199,30,27676,9
5200,22,523,6
5201,98,22263,2
5202,135,19729,2
5203,221,11559,10
5204,146,26309,3
5205,116,31001,2
5206,137,14544,10
5207,221,15643,4
5208,198,28523,3
5209,228,28252,9
5210,34,18484,10
5211,58,31215,7
5212,87,14846,10
5213,246,8242,8
5214,163,25584,3
5215,213,29724,10
5216,174,3770,6
5217,165,523,8
5218,94,31914,2
5219,227,8966,2
5220,184,3895,1
5221,143,16847,6
5222,193,31090,2
5223,211,17618,8
5224,97,2004,4
5225,153,17163,5
5226,7,10054,6
5227,107,14829,10
5228,133,24610,8
5229,36,5975,6
5230,227,24998,1
5231,70,10033,5
5232,125,796,10
5233,194,327,8
5234,184,27294,10
5235,87,3314,4
5236,36,21028,9
5237,187,24475,7
5238,117,27039,5
5239,231,31581,3
5240,60,27812,9
5241,50,28574,1
5242,133,25942,7
5243,182,11895,1
5244,6,15259,6
5245,98,22809,6
5246,184,11965,3
5247,94,31480,9
5248,23,11366,7
5249,27,3760,9
5250,33,25986,4
5251,31,28755,9
5252,159,402,9
5253,50,23596,7
5254,20,14884,4
5255,63,9038,10
5256,139,30013,8
5257,238,7919,3
5258,47,31258,4
5259,147,5510,10
5260,231,5901,6
5261,101,4539,8
5262,161,31594,9
5263,102,13449,1
5264,99,4494,9
5265,46,13157,3
5266,203,17440,4
5267,179,19851,6
5268,111,18729,1
5269,60,26775,9
5270,42,31452,7
5271,90,3067,5
5272,19,12088,6
5273,228,32474,6
5274,86,8595,10
5275,54,7239,1
5276,174,21872,10
5277,234,20545,9
5278,201,20871,8
5279,75,25870,9
5280,103,30943,8
5281,194,8718,7
5282,116,9174,3
5283,232,27676,3
5284,35,2050,8
5285,177,4540,7
5286,28,25497,7
5287,177,23381,5
5288,111,28204,1
5289,171,13979,8
5290,236,7888,5
5291,198,25413,6
5292,94,25888,1
5293,152,3059,7
5294,161,204,5
5295,46,25916,4
5296,199,21668,9
5297,218,4496,2
5298,144,24773,4
5299,61,4600,3
5300,121,3760,10
5301,230,6342,9
5302,198,25654,1
5303,135,26015,4
5304,29,2560,2
5305,174,11461,6
5306,65,10547,5
5307,28,595,7
5308,118,32536,10
5309,121,24775,2
5310,109,16587,9
5311,134,7733,5
5312,102,27025,9
5313,66,22354,4
5314,89,21196,2
5315,130,17509,6
5316,75,29144,3
5317,232,24773,9
5318,141,28065,6
5319,241,18939,3
5320,235,2560,9
5321,130,17633,2
5322,166,32334,6
5323,111,16308,1
5324,65,19084,3
5325,52,26418,4
5326,191,31876,2
5327,118,27317,4
5328,216,4539,6
5329,4,7184,9
5330,111,23564,10
5331,18,19397,3
5332,102,18661,7
5333,130,4719,6
5334,50,22086,10
5335,243,14076,6
5336,2,28961,4
5337,114,32372,9
5338,53,7735,6
5339,212,10972,6
5340,213,13029,5
5341,230,6214,7
5342,142,15765,8
5343,236,21300,5
5344,55,17999,2
5345,45,4573,9
5346,46,15800,2
5347,76,24514,3
5348,228,29509,1
5349,102,18512,8
5350,190,7130,2
5351,84,28437,10
5352,101,4075,9
5353,165,31043,6
5354,197,4719,4
5355,243,17379,10
5356,202,10468,4
5357,176,485,6
5358,69,12832,8
5359,211,22203,5
5360,193,22930,10
5361,99,26960,8
5362,211,1132,9
5363,38,1913,2
5364,69,31945,7
5365,175,3151,2
5366,37,29395,5
5367,206,28519,9
5368,229,8668,1
5369,211,24095,3
5370,212,6486,7
5371,141,17608,10
5372,13,854,6
5373,79,6359,4
5374,160,14200,8
5375,182,28563,3
5376,164,11124,10
5377,202,13408,6
5378,214,20637,8
5379,172,22603,7
5380,84,21574,10
5381,70,477,6
5382,116,25451,2
5383,161,2824,2
5384,206,29472,9
5385,36,7177,4
5386,131,31571,1
5387,74,21338,6
5388,124,13300,10
5389,81,17112,9
5390,137,6650,10
5391,154,16029,9
5392,19,21028,1
5393,124,6688,4
5394,200,3808,3
5395,194,27932,3
5396,34,20721,2
5397,208,30552,4
5398,197,21194,1
5399,69,15564,6
5400,229,3754,8
5401,200,26804,3
5402,25,32522,4
5403,42,26141,1
5404,133,23692,8
5405,10,4594,3
5406,191,28372,9
5407,102,4573,9
5408,213,7328,1
5409,33,8482,8
5410,150,15555,2
5411,78,22538,10
5412,106,19846,1
5413,59,31631,10
5414,121,15622,8
5415,205,30502,10
5416,83,1774,6
5417,75,30878,2
5418,214,278,1
5419,7,9086,6
5420,167,17242,9
5421,241,23564,3
5422,171,6179,3
5423,93,24841,4
5424,236,13156,9
5425,168,17669,8
5426,189,27650,9
5427,153,3213,7
5428,55,22062,5
5429,179,32474,9
5430,130,8834,2
5431,46,19778,4
5432,71,31563,2
5433,7,2749,8
5434,140,2256,1
5435,158,19047,9
5436,68,27982,5
5437,160,7250,9
5438,167,24475,1
5439,127,5662,3
5440,189,20721,8
5441,235,2855,3
5442,78,7177,3
5443,213,2608,7
5444,227,19501,6
5445,137,4719,8
5446,4,23507,6
5447,109,16996,9
5448,108,11991,8
5449,134,29965,9
5450,61,7868,10
5451,164,27667,9
5452,11,17066,5
5453,15,4457,4
5454,133,14765,3
5455,18,2921,3
5456,17,17253,9
5457,183,8025,2
5458,92,30419,3
5459,79,1132,2
5460,2,22509,6
5461,28,17112,10
5462,73,24132,10
5463,234,31335,1
5464,100,19139,7
5465,203,19017,3
5466,121,2855,2
5467,51,25009,8
5468,82,29307,4
5469,235,17669,5
5470,136,15530,5
5471,87,25126,5
5472,68,30431,7
5473,220,26471,10
5474,140,3312,9
5475,148,1040,7
5476,75,31039,10
5477,246,28525,3
5478,198,2017,10
5479,23,13449,6
5480,65,19242,1
5481,108,11761,6
5482,185,13026,10
5483,115,17440,4
5484,101,19510,5
5485,45,7728,3
5486,77,7205,10
5487,196,2503,3
5488,38,28168,4
5489,248,11946,6
5490,119,28523,10
5491,41,25723,6
5492,152,19075,9
5493,34,27812,7
5494,33,3694,2
5495,194,910,5
5496,87,22449,3
5497,112,8720,10
5498,150,11761,5
5499,20,9004,8
5500,246,16863,7
5501,217,7628,8
5502,223,5055,4
5503,227,1697,3
5504,111,29936,9
5505,12,18529,9
5506,114,15023,9
5507,197,15076,5
5508,47,32326,5
5509,125,26881,6
5510,45,14230,4
5511,85,5872,7
5512,191,26996,3
5513,105,13518,10
5514,128,10575,1
5515,221,11976,5
5516,189,4573,1
5517,104,3238,6
5518,151,7752,2
5519,62,25694,10
5520,39,3151,2
5521,74,1770,5
5522,8,2749,6
5523,7,7101,2
5524,119,32193,10
5525,104,9030,4
5526,19,25446,3
5527,38,18729,7
5528,141,1647,8
5529,147,29509,5
5530,19,11124,2
5531,57,7735,7
5532,172,6072,5
5533,127,13039,3
5534,100,2921,10
5535,194,7868,6
5536,216,14257,5
5537,237,31354,1
5538,100,6286,5
5539,77,7848,9
5540,230,22546,7
5541,88,31914,6
5542,88,12255,4
5543,180,27063,5
5544,41,26393,2
5545,175,952,6
5546,74,6817,9
5547,152,4387,7
5548,68,2911,4
5549,164,14649,3
5550,162,31876,1
5551,153,18983,2
5552,40,5726,3
5553,186,11254,2
5554,152,15939,5
5555,101,7315,4
5556,165,3808,7
5557,60,28525,7
5558,92,5513,10
5559,23,13048,8
5560,27,18662,6
5561,181,11761,7
5562,117,17797,1
5563,48,2666,1
5564,78,961,10
5565,180,31594,9
5566,250,20312,3
5567,76,26938,3
5568,209,5799,3
5569,168,29307,8
5570,39,6784,7
5571,8,4230,7
5572,206,8850,10
5573,1,2314,6
5574,103,1326,2
5575,124,13978,4
5576,37,16315,5
5577,171,2753,5
5578,235,7566,3
5579,19,14378,1
5580,123,12079,10
5581,184,31612,8
5582,95,13491,2
5583,73,15201,8
5584,38,23085,5
5585,59,9828,1
5586,71,24805,9
5587,3,29174,4
5588,12,18121,1
5589,1,30597,2
5590,24,17735,9
5591,250,5920,8
5592,63,23692,10
5593,130,21493,6
5594,16,28944,5
5595,113,16855,9
5596,237,24884,6
5597,219,18078,7
5598,109,24957,2
5599,147,21620,4
5600,154,10777,10
5601,216,28387,3
5602,18,26471,9
5603,119,27505,4
5604,247,29801,6
5605,150,25446,4
5606,161,25819,4
5607,60,16672,8
5608,242,24475,6
5609,79,27312,6
5610,58,18209,3
5611,170,5248,4
5612,194,28924,8
5613,230,15832,2
5614,166,20034,5
5615,224,8365,7
5616,203,3350,6
5617,125,28496,9
5618,16,11262,3
5619,89,13420,6
5620,211,10725,6
5621,187,28525,1
5622,209,1391,3
5623,235,24775,8
5624,43,30721,8
5625,239,4724,7
5626,66,1231,1
5627,146,24638,2
5628,198,17914,2
5629,60,24026,7
5630,182,16732,10
5631,94,26863,5
5632,238,19711,3
5633,64,21338,5
5634,233,7467,10
5635,180,26141,4
5636,56,31001,6
5637,54,16847,8
5638,119,6114,5
5639,24,22359,10
5640,141,19846,6
5641,91,24632,6
5642,211,6688,1
5643,49,16322,9
5644,91,326,10
5645,240,5979,9
5646,127,27812,3
5647,124,4292,3
5648,166,9404,9
5649,23,1191,10
5650,232,16306,8
5651,103,24065,1
5652,67,26211,5
5653,169,14396,9
5654,32,24178,5
5655,6,13523,2
5656,91,29144,10
5657,113,857,1
5658,37,13354,1
5659,146,1108,6
5660,239,6528,10
5661,130,5759,9
5662,233,27807,8
5663,89,10874,8
5664,189,31224,3
5665,144,32576,9
5666,7,5589,7
5667,2,21740,3
5668,116,20204,10
5669,144,17632,8
5670,112,5165,4
5671,75,12931,1
5672,107,15213,8
5673,180,32247,1
5674,99,25920,2
5675,103,15605,7
5676,91,18574,8
5677,3,25138,8
5678,4,12572,7
5679,222,13523,8
5680,155,2088,8
5681,231,20722,9
5682,250,12224,7
5683,205,17778,7
5684,189,15897,9
5685,81,5216,9
5686,213,25654,9
5687,204,30476,3
5688,233,11366,9
5689,129,21123,6
5690,100,28806,2
5691,148,21986,9
5692,42,5753,7
5693,218,31581,3
5694,235,31794,6
5695,52,4539,7
5696,170,4506,7
5697,139,19606,9
5698,196,12343,9
5699,218,14052,6
5700,207,4230,5
5701,56,19589,8
5702,141,28563,4
5703,176,8757,6
5704,56,14477,7
5705,72,7917,8
5706,217,10322,5
5707,45,16672,10
